Property_ID,Property_Name,City,Neighborhood,Price,Bedrooms,Bathrooms,Square_Feet,Property_Type,Latitude,Longitude,School_Distance,Parking,Age_of_Property,Status,Builder,Listing_Date
PROP01138,OMR Towers,Chennai,OMR,26387000,4,4,2041,Apartment,13.107563,80.345359,7.7,Yes,5,Available,Prestige Group,2025-03-26
PROP00115,Indiranagar Estate,Bangalore,Indiranagar,35585000,3,3,2825,Independent House,12.911018,77.546757,1.3,No,0,Available,Tata Housing,2024-01-26
PROP00205,Madhapur Gardens,Hyderabad,Madhapur,5231000,2,1,828,Apartment,17.321905,78.478631,2.6,Yes,15,Available,Sobha Ltd,2024-07-14
PROP00688,Anna Nagar Heights,Chennai,Anna Nagar,13806000,2,2,1369,Apartment,13.052808,80.288671,3.3,No,10,Sold,Godrej Properties,2024-02-05
PROP00908,Hinjewadi Residency,Pune,Hinjewadi,13996000,3,3,1958,Independent House,18.457007,73.814086,3.2,,7,Sold,Godrej Properties,2023-04-05
PROP00476,Kondapur Homes,Hyderabad,Kondapur,4340000,3,2,634,Apartment,17.332179,78.485554,2.8,No,1,Available,Local Developer,2024-12-22
PROP00874,Anna Nagar Heights,Chennai,Anna Nagar,16220000,4,3,1549,Apartment,13.093199,80.28776,7,No,0,Sold,Tata Housing,2026-06-14
PROP01122,Worli Court,Mumbai,Worli,20136000,1,1,608,Studio,19.058595,72.856229,7.6,No,15,Available,Oberoi Realty,2025-02-18
PROP00466,Porur Towers,Chennai,Porur,5140000,1,1,412,Studio,13.139924,80.252855,7.3,No,3,Available,Sobha Ltd,2023-09-02
PROP00495,OMR Homes,Chennai,OMR,7679000,3,2,1025,Apartment,13.148151,80.244964,4.9,No,1,Under Construction,Local Developer,2025-12-27
PROP00720,Velachery Gardens,Chennai,Velachery,7401000,4,4,1170,Apartment,13.136992,80.268099,7.7,Yes,20,Sold,Shapoorji Pallonji,2026-05-08
PROP00004,Viman Nagar Court,Pune,Viman Nagar,31119000,2,2,2554,Independent House,18.598035,73.913551,7,No,3,Available,Brigade Group,2022-11-30
PROP00213,Worli Towers,Mumbai,Worli,44716000,3,2,2292,Independent House,19.155423,72.832806,6.8,No,5,Under Construction,Prestige Group,2022-12-27
PROP00477,Karol Bagh Court,Delhi,Karol Bagh,20731000,1,1,811,Apartment,28.757669,77.142152,7.4,Yes,3,Sold,Lodha Group,2024-11-24
PROP00599,Velachery Homes,Chennai,Velachery,5307000,1,1,399,Studio,13.031441,80.199096,7.8,Yes,20,Available,Prestige Group,2025-07-08
PROP00287,Kothrud Heights,Pune,Kothrud,41169000,4,4,3801,Villa,18.48533,73.800738,1.4,Yes,25,Available,Brigade Group,2026-01-15
PROP00422,Pitampura Residency,Delhi,Pitampura,24921000,3,3,916,Apartment,28.636412,77.048863,1.1,Yes,10,Available,Sobha Ltd,2024-12-02
PROP01040,Thane Towers,Mumbai,Thane,71002000,4,3,1715,Apartment,19.096934,72.800395,1.9,Yes,1,Sold,Independent Builder,2024-11-09
PROP00952,Gachibowli Court,Hyderabad,Gachibowli,35740000,4,4,4321,Villa,17.306978,78.539434,6.9,Yes,10,Under Construction,Oberoi Realty,2026-01-14
PROP00368,Marathahalli Towers,Bangalore,Marathahalli,69411000,4,3,4338,Villa,13.029935,77.634846,5.7,Yes,0,Available,Godrej Properties,2024-10-14
PROP00882,Dwarka Homes,Delhi,Dwarka,44932000,1,1,1803,Apartment,28.690424,77.110696,4.6,No,1,Sold,Tata Housing,2024-03-29
PROP00388,Anna Nagar Heights,Chennai,Anna Nagar,17706000,3,3,1734,Apartment,13.107711,80.237381,6,Yes,3,Available,Prestige Group,2024-11-01
PROP00262,Porur Gardens,Chennai,Porur,71270000,5,4,3714,Villa,13.046475,80.344875,7.8,No,1,Available,Tata Housing,2025-12-04
PROP00236,Wakad Court,Pune,Wakad,26484000,3,3,2067,Independent House,18.51384,73.811613,2.6,No,20,Available,Shapoorji Pallonji,2025-09-18
PROP00020,Baner Gardens,Pune,Baner,11197000,2,2,1586,Apartment,18.496241,73.787707,2.1,Yes,1,Available,Shapoorji Pallonji,2025-12-11
PROP01052,Kharadi Heights,Pune,Kharadi,19592000,3,3,1701,Apartment,18.456911,73.920048,2,Yes,2,Available,Shapoorji Pallonji,2026-02-21
PROP00098,Porur Towers,Chennai,Porur,3628000,1,1,417,Studio,13.02866,80.323715,6.2,Yes,10,Available,Brigade Group,2025-10-17
PROP00221,Pitampura Court,Delhi,Pitampura,17359000,1,1,1153,Apartment,28.776366,77.034372,1.5,No,1,Sold,Shapoorji Pallonji,2022-07-10
PROP00969,Thane Estate,Mumbai,Thane,50957000,4,4,1474,Apartment,19.011193,72.907112,4.8,Yes,15,Available,Shapoorji Pallonji,2023-01-07
PROP00085,Powai Court,Mumbai,Powai,13152000,3,2,651,Apartment,19.066898,72.865542,4.9,No,3,Available,Shapoorji Pallonji,2022-08-22
PROP01031,Powai Homes,Mumbai,Powai,52520000,2,1,1619,Apartment,19.07259,72.945654,5.1,Yes,5,Under Construction,Oberoi Realty,2022-08-01
PROP00414,Hinjewadi Residency,Pune,Hinjewadi,30598000,3,2,2383,Independent House,18.454236,73.913816,4,Yes,20,Available,Puravankara,2023-07-26
PROP00662,Gachibowli Towers,Hyderabad,Gachibowli,25913000,5,4,2596,Villa,17.46305,78.530573,0.7,Yes,7,Under Construction,Sobha Ltd,2022-04-21
PROP00906,Janakpuri Towers,Delhi,Janakpuri,7482000,1,1,478,Studio,28.656204,77.125562,3.3,Yes,3,Available,Sobha Ltd,2023-01-12
PROP01128,Gachibowli Gardens,Hyderabad,Gachibowli,70780000,5,5,4574,Penthouse,17.375752,78.454484,1.5,No,5,Available,Local Developer,2025-10-02
PROP00831,Prahlad Nagar Towers,Ahmedabad,Prahlad Nagar,15851000,3,3,2560,Independent House,22.958314,72.544122,,Yes,0,Available,Shapoorji Pallonji,2023-05-23
PROP00746,Navrangpura Homes,Ahmedabad,Navrangpura,28743000,4,4,2880,Villa,23.058702,72.552374,8,Yes,0,Under Construction,Sobha Ltd,2025-03-03
PROP00005,HSR Layout Residency,Bangalore,HSR Layout,21736000,2,1,2447,Independent House,13.00826,77.540744,3.2,Yes,25,Available,DLF Ltd,2023-04-15
PROP01067,Yelahanka Residency,Bangalore,Yelahanka,53805000,3,3,2616,Villa,12.991065,77.521394,3.2,Yes,15,Available,DLF Ltd,2022-04-01
PROP00188,Koramangala Enclave,Bangalore,Koramangala,10087000,4,4,888,Apartment,12.940481,77.626511,2,Yes,0,Available,Puravankara,2022-06-09
PROP00660,Bopal Heights,Ahmedabad,Bopal,14931000,2,2,1717,Apartment,22.978188,72.631265,5.4,Yes,10,Available,Shapoorji Pallonji,2024-08-10
PROP00808,Wakad Heights,Pune,Wakad,13442000,2,2,1404,Apartment,18.488029,73.782398,1.1,Yes,15,Sold,Sobha Ltd,2022-12-25
PROP00346,Hitech City Court,Hyderabad,Hitech City,5673000,1,1,598,Studio,17.334827,78.486804,3.8,Yes,0,Available,Shapoorji Pallonji,2023-09-17
PROP00289,Powai Estate,Mumbai,Powai,54966000,2,2,1608,Apartment,19.086177,72.800679,5.8,,0,Available,Tata Housing,2024-08-23
PROP00527,Maninagar Towers,Ahmedabad,Maninagar,13515000,3,3,1592,Independent House,23.042538,72.620746,1.9,No,5,Available,Puravankara,2025-12-12
PROP00499,Bopal Estate,Ahmedabad,Bopal,49822000,5,5,4997,Penthouse,22.959366,72.592188,7,Yes,1,Sold,Local Developer,2024-06-23
PROP00214,Kharadi Residency,Pune,Kharadi,19119000,3,2,3071,Independent House,18.55249,73.928309,4.6,Yes,10,Available,Prestige Group,2024-10-01
PROP00224,Rohini Homes,Delhi,Rohini,51187000,2,2,1857,Apartment,28.699871,77.040981,6.3,No,10,Under Construction,Lodha Group,2022-07-06
PROP00933,Greater Kailash Enclave,Delhi,Greater Kailash,13567000,1,1,835,Apartment,28.76334,77.046401,3.1,No,25,Under Construction,Prestige Group,2025-04-29
PROP00653,Kothrud Court,Pune,Kothrud,29328000,5,5,2187,Villa,18.441757,73.833764,2.4,No,15,Available,Oberoi Realty,2026-01-26
PROP00337,Porur Court,Chennai,Porur,24655000,3,2,2199,Independent House,13.133822,80.205958,5.2,Yes,20,Available,DLF Ltd,2026-04-28
PROP00295,Marathahalli Homes,Bangalore,Marathahalli,97877000,4,4,4787,Villa,13.017006,77.591795,3.1,No,3,Under Construction,Tata Housing,2023-12-07
PROP00526,Marathahalli Residency,Bangalore,Marathahalli,32331000,3,3,1992,Independent House,13.021499,77.672007,1.2,Yes,2,Available,Sobha Ltd,2026-03-02
PROP00749,Viman Nagar Estate,Pune,Viman Nagar,29224000,4,3,2580,Independent House,18.537287,73.904037,2.9,Yes,0,Available,Shapoorji Pallonji,2022-10-31
PROP00394,Kothrud Heights,Pune,Kothrud,8301000,2,2,1224,Independent House,18.457025,73.848051,1.9,Yes,3,Available,DLF Ltd,2025-06-22
PROP00905,Andheri Residency,Mumbai,Andheri,49657000,3,3,1309,Apartment,19.066724,72.92076,5.4,Yes,2,Sold,DLF Ltd,2025-03-10
PROP00754,Jayanagar Court,Bangalore,Jayanagar,13449000,2,2,843,Apartment,13.00914,77.672873,1.8,Yes,20,Under Construction,Brigade Group,2022-07-23
PROP00959,Prahlad Nagar Enclave,Ahmedabad,Prahlad Nagar,8013000,2,2,1786,Independent House,23.001268,72.622714,4.4,Yes,25,Under Construction,Local Developer,2025-02-02
PROP00631,Miyapur Gardens,Hyderabad,Miyapur,33828000,5,4,3641,Villa,17.3306,78.441549,5.6,No,15,Sold,Shapoorji Pallonji,2023-06-15
PROP00296,Velachery Residency,Chennai,Velachery,3103000,1,1,410,Studio,13.127997,80.342579,1,No,5,Sold,Tata Housing,2025-11-28
PROP00293,Thaltej Gardens,Ahmedabad,Thaltej,15119000,4,3,2109,Apartment,23.010578,72.532123,6.2,Yes,3,Sold,Shapoorji Pallonji,2024-04-16
PROP00431,Yelahanka Homes,Bangalore,Yelahanka,5913000,1,1,394,Studio,12.962675,77.673416,6.5,Yes,1,Sold,Oberoi Realty,2026-02-01
PROP01077,Malad Court,Mumbai,Malad,72024000,2,2,2946,Independent House,19.142638,72.83113,6.2,Yes,2,Sold,Lodha Group,2025-04-17
PROP00202,Prahlad Nagar Gardens,Ahmedabad,Prahlad Nagar,13765000,3,3,1508,Independent House,22.946326,72.578047,5.2,Yes,5,Available,Independent Builder,2024-02-10
PROP00013,Andheri Estate,Mumbai,Andheri,70800000,2,2,1668,Independent House,19.133542,72.809037,2.1,No,2,Available,Local Developer,2025-03-15
PROP00999,Dwarka Court,Delhi,Dwarka,11970000,3,3,828,Apartment,28.708723,77.100893,6.1,No,15,Available,Independent Builder,2024-11-30
PROP01079,OMR Estate,Chennai,OMR,11428000,2,1,1379,Apartment,13.038815,80.331881,6.9,Yes,0,Under Construction,Tata Housing,2026-04-09
PROP00461,Aundh Residency,Pune,Aundh,7879000,1,1,963,Apartment,18.445063,73.903047,2.4,Yes,25,Under Construction,Local Developer,2024-09-22
PROP00450,SG Highway Estate,Ahmedabad,SG Highway,10632000,4,4,1569,Apartment,23.02929,72.620917,4.4,Yes,0,Under Construction,Godrej Properties,2024-02-25
PROP00242,Janakpuri Gardens,Delhi,Janakpuri,22322000,3,3,1487,Apartment,28.738607,77.147131,4,Yes,5,Sold,DLF Ltd,2024-07-14
PROP00358,Indiranagar Residency,Bangalore,Indiranagar,6929000,2,1,916,Apartment,12.94089,77.631426,7.7,Yes,25,Available,Prestige Group,2023-02-20
PROP00626,Karol Bagh Enclave,Delhi,Karol Bagh,9459000,3,3,756,Apartment,28.775833,77.080673,2.6,Yes,25,Available,Shapoorji Pallonji,2026-04-27
PROP00416,Miyapur Heights,Hyderabad,Miyapur,6911000,4,4,750,Apartment,17.318295,78.527193,5.6,No,2,Available,Lodha Group,2023-05-05
PROP00727,Worli Gardens,Mumbai,Worli,88136000,3,3,3088,Independent House,19.053265,72.937291,1.4,Yes,0,Available,Sobha Ltd,2024-11-26
PROP00238,Porur Court,Chennai,Porur,34267000,2,2,2542,Independent House,13.044208,80.257671,3.2,Yes,20,Sold,Tata Housing,2023-01-24
PROP01020,Koramangala Homes,Bangalore,Koramangala,21468000,2,2,1347,Apartment,12.965761,77.669248,6.3,Yes,10,Available,Brigade Group,2026-03-07
PROP00142,Nungambakkam Homes,Chennai,Nungambakkam,13584000,3,3,1462,Apartment,13.08482,80.263788,0.7,No,25,Sold,Local Developer,2022-02-14
PROP00961,Wakad Court,Pune,Wakad,5805000,1,1,520,Studio,18.512523,73.862974,5.5,Yes,5,Available,Independent Builder,2022-10-25
PROP00809,Baner Court,Pune,Baner,17442000,2,2,1846,Apartment,18.484351,73.932196,5.6,Yes,15,Sold,DLF Ltd,2022-06-06
PROP00374,Navi Mumbai Heights,Mumbai,Navi Mumbai,50060000,3,3,1352,Apartment,19.138604,72.898415,5.6,No,20,Available,Brigade Group,2023-02-10
PROP01037,Malad Heights,Mumbai,Malad,69228000,3,3,3019,Independent House,19.02997,72.925759,2,Yes,3,Sold,Shapoorji Pallonji,2026-03-26
PROP00670,Aundh Towers,Pune,Aundh,28030000,4,3,2089,Apartment,18.456352,73.847757,4.7,Yes,25,Available,Oberoi Realty,2023-03-10
PROP00074,SG Highway Residency,Ahmedabad,SG Highway,17388000,4,3,2134,Villa,23.094589,72.628272,1,Yes,15,Under Construction,Independent Builder,2024-01-05
PROP01101,Wakad Heights,Pune,Wakad,26324000,1,1,2012,Apartment,18.556563,73.898775,3.4,Yes,20,Available,DLF Ltd,2025-02-11
PROP00618,Rohini Gardens,Delhi,Rohini,111872000,4,4,3682,Villa,28.747212,77.062522,3.9,Yes,3,Available,Prestige Group,2025-01-03
PROP00191,Kondapur Homes,Hyderabad,Kondapur,31202000,3,3,3083,Independent House,17.375781,78.441459,7.2,Yes,0,Sold,Oberoi Realty,2023-12-21
PROP00799,Satellite Towers,Ahmedabad,Satellite,65545000,4,4,5747,Penthouse,22.968955,72.491535,1.4,Yes,3,Available,Prestige Group,2023-04-29
PROP00152,Vasant Kunj Heights,Delhi,Vasant Kunj,39874000,2,2,1680,Apartment,28.685006,77.107884,3,Yes,5,Available,Puravankara,2024-08-12
PROP00756,Hinjewadi Estate,Pune,Hinjewadi,20509000,1,1,1655,Apartment,18.441466,73.909901,0.4,Yes,3,Under Construction,Tata Housing,2024-05-23
PROP00006,Navrangpura Gardens,Ahmedabad,Navrangpura,8661000,1,1,982,Apartment,22.992848,72.59627,,No,1,Available,Sobha Ltd,2026-03-06
PROP01030,Baner Heights,Pune,Baner,9903000,3,3,1119,Apartment,18.455125,73.804924,6.5,Yes,0,Under Construction,Tata Housing,2026-07-06
PROP00377,Baner Enclave,Pune,Baner,18772000,4,4,2181,Apartment,18.544312,73.903489,4.4,No,20,Available,Tata Housing,2023-05-15
PROP00332,Maninagar Enclave,Ahmedabad,Maninagar,29919000,3,3,5417,Villa,23.025618,72.507596,2,,2,Available,,2023-05-25
PROP00803,Worli Residency,Mumbai,Worli,16737000,2,2,640,Apartment,19.010856,72.859151,1.6,Yes,3,Available,Independent Builder,2024-09-11
PROP00460,Thaltej Estate,Ahmedabad,Thaltej,10134000,2,2,1873,Apartment,23.038697,72.556339,1.1,Yes,0,Available,Lodha Group,2024-08-08
PROP00024,OMR Residency,Chennai,OMR,35264000,3,2,2797,Independent House,13.06772,80.290006,1.4,Yes,1,Under Construction,Prestige Group,2024-04-24
PROP00059,Hinjewadi Residency,Pune,Hinjewadi,20725000,3,2,1590,Apartment,18.578644,73.8209,6.4,No,5,Under Construction,Shapoorji Pallonji,2023-07-02
PROP00636,Pitampura Towers,Delhi,Pitampura,17147000,2,1,936,Apartment,28.740817,77.12611,0.4,Yes,1,Sold,Independent Builder,2025-05-29
PROP00223,Anna Nagar Estate,Chennai,Anna Nagar,6642000,1,1,651,Apartment,13.137077,80.215274,3,No,0,Available,Independent Builder,2025-07-04
PROP00237,Wakad Homes,Pune,Wakad,13348000,1,1,1536,Apartment,18.484637,73.828722,2.4,Yes,2,Available,Sobha Ltd,2022-04-27
PROP00980,Kondapur Court,Hyderabad,Kondapur,22175000,3,3,1789,Apartment,17.441861,78.481886,4,Yes,10,Available,Local Developer,2024-09-29
PROP00707,Worli Enclave,Mumbai,Worli,25011000,3,3,802,Apartment,18.996814,72.854061,6.7,Yes,3,Available,Lodha Group,2026-05-28
PROP00780,Powai Gardens,Mumbai,Powai,28187000,2,,1123,Apartment,19.012372,72.925202,4.8,No,5,Sold,Tata Housing,2025-05-23
PROP00009,Malad Towers,Mumbai,Malad,23156000,3,2,556,Apartment,19.038142,72.877794,1.6,Yes,25,Available,Independent Builder,2024-11-05
PROP00002,Viman Nagar Court,Pune,Viman Nagar,17689000,4,4,1651,Independent House,18.569909,73.77774,6.5,No,5,Available,Sobha Ltd,2026-04-13
PROP00480,Worli Enclave,Mumbai,Worli,16906000,1,1,442,Studio,19.127611,72.88782,5.4,Yes,20,Under Construction,DLF Ltd,2024-12-13
PROP00827,Jayanagar Enclave,Bangalore,Jayanagar,27395000,3,2,3134,Independent House,12.993023,77.590646,3.6,Yes,1,Sold,Local Developer,2022-09-21
PROP00644,Rohini Homes,Delhi,Rohini,14475000,2,2,922,Apartment,28.703173,77.099506,7.8,Yes,1,Sold,Independent Builder,2023-05-19
PROP00921,Kothrud Heights,Pune,Kothrud,5189000,2,1,656,Apartment,18.489462,73.848529,3.6,Yes,3,Sold,,2024-07-27
PROP00698,HSR Layout Gardens,Bangalore,HSR Layout,6306000,1,1,557,Studio,12.926782,77.646451,5.6,No,2,Available,Sobha Ltd,2023-12-13
PROP00795,Madhapur Heights,Hyderabad,Madhapur,16455000,1,1,1608,Apartment,17.381034,78.481459,2.7,No,25,Sold,DLF Ltd,2023-10-23
PROP01035,Whitefield Court,Bangalore,Whitefield,5410000,1,1,378,Studio,13.051344,77.625945,6.6,Yes,3,Available,Oberoi Realty,2022-06-02
PROP00772,Banjara Hills Towers,Hyderabad,Banjara Hills,17577000,3,3,1703,Apartment,17.35819,78.536249,7.8,Yes,15,Available,Puravankara,2025-04-30
PROP00840,Navi Mumbai Homes,Mumbai,Navi Mumbai,27511000,2,2,1485,Apartment,19.108694,72.831077,5.8,Yes,5,Available,Oberoi Realty,2026-06-08
PROP00109,Kondapur Gardens,Hyderabad,Kondapur,66436000,4,4,5334,Penthouse,17.347675,78.419918,3.5,No,20,Under Construction,Prestige Group,2025-01-22
PROP01132,Electronic City Estate,Bangalore,Electronic City,6930000,1,1,618,Studio,12.985429,77.673816,4,No,2,Available,Independent Builder,2026-06-04
PROP00659,Kharadi Enclave,Pune,Kharadi,13403000,4,3,1396,Apartment,18.580785,73.9353,0.5,Yes,2,Sold,Shapoorji Pallonji,2022-01-17
PROP00338,Marathahalli Enclave,Bangalore,Marathahalli,32382000,1,1,2127,Apartment,13.027517,77.663185,5.1,No,0,Available,DLF Ltd,2023-10-16
PROP00682,Prahlad Nagar Heights,Ahmedabad,Prahlad Nagar,40221000,4,4,4275,Penthouse,23.073043,72.591066,4.9,No,2,Sold,Brigade Group,2025-07-19
PROP00938,Kharadi Court,Pune,Kharadi,101761000,4,4,4860,Villa,18.565455,73.868264,7.3,Yes,2,Available,Puravankara,2022-02-09
PROP00525,Powai Heights,Mumbai,Powai,76787000,4,4,1990,Apartment,19.082101,72.923669,5.3,Yes,15,Available,Independent Builder,2024-06-30
PROP00303,Navrangpura Court,Ahmedabad,Navrangpura,6514000,2,1,1607,Apartment,23.075648,72.531121,0.9,Yes,0,Sold,Prestige Group,2024-09-02
PROP00915,Tambaram Residency,Chennai,Tambaram,27173000,4,4,2617,Villa,13.120855,80.312719,4,Yes,25,Available,Godrej Properties,2022-06-25
PROP01075,Indiranagar Residency,Bangalore,Indiranagar,4735000,4,3,597,Apartment,12.951963,77.580391,2.4,Yes,15,Sold,Shapoorji Pallonji,2024-10-31
PROP00453,Maninagar Homes,Ahmedabad,Maninagar,8276000,1,1,1759,Apartment,23.001126,72.620929,4.8,Yes,7,Available,Brigade Group,2024-01-02
PROP00256,SG Highway Estate,Ahmedabad,SG Highway,2236000,1,1,388,Studio,22.995443,72.535905,,No,7,Sold,Godrej Properties,2024-07-29
PROP00867,Aundh Gardens,Pune,Aundh,6727000,1,1,492,Studio,18.592224,73.824139,,No,10,Available,Prestige Group,2026-01-17
PROP01049,Porur Towers,Chennai,Porur,39250000,3,2,3113,Villa,13.067294,80.200775,7.7,Yes,2,Under Construction,Lodha Group,2026-07-17
PROP00841,HSR Layout Estate,Bangalore,HSR Layout,24141000,4,4,2953,Independent House,12.930502,77.566677,3.9,No,0,Sold,Oberoi Realty,2025-11-09
PROP00053,Powai Court,Mumbai,Powai,64345000,3,3,2099,Independent House,19.044655,72.862101,2.3,,10,Available,DLF Ltd,2024-06-03
PROP00403,Hitech City Residency,Hyderabad,Hitech City,17125000,4,3,1916,Apartment,17.413492,78.546581,1.4,Yes,0,Available,Prestige Group,2024-09-28
PROP00592,Karol Bagh Residency,Delhi,Karol Bagh,12031000,1,1,778,Apartment,28.718852,77.052605,7.5,Yes,1,Under Construction,Oberoi Realty,2025-03-27
PROP00951,Saket Court,Delhi,Saket,50780000,3,3,2197,Apartment,28.763977,77.054523,4.6,Yes,25,Available,Tata Housing,2023-09-14
PROP00668,Baner Court,Pune,Baner,18042000,4,4,2047,Independent House,18.57291,73.844836,7.8,Yes,0,Under Construction,Puravankara,2024-05-27
PROP00084,Powai Heights,Mumbai,Powai,44832000,2,1,1387,Independent House,19.056191,72.870283,1.4,Yes,5,Sold,Tata Housing,2025-05-06
PROP00423,Marathahalli Court,Bangalore,Marathahalli,44371000,5,5,3040,Penthouse,12.99475,77.561243,0.7,Yes,15,Sold,Oberoi Realty,2025-03-31
PROP00304,HSR Layout Towers,Bangalore,HSR Layout,8483000,1,1,487,Studio,13.000897,77.660188,4.1,Yes,2,Sold,,2023-02-28
PROP00929,Aundh Heights,Pune,Aundh,30235000,4,4,2893,Villa,18.478923,73.777817,7.1,Yes,3,Sold,Godrej Properties,2022-05-07
PROP00792,Velachery Gardens,Chennai,Velachery,14305000,3,3,1995,Apartment,13.025168,80.241187,2,Yes,3,Under Construction,Prestige Group,2023-08-28
PROP00878,Jayanagar Court,Bangalore,Jayanagar,39445000,4,4,3296,Villa,12.993912,77.564668,4.1,Yes,7,Available,Local Developer,2024-09-21
PROP00068,Bandra Enclave,Mumbai,Bandra,23523000,1,1,604,Studio,19.032819,72.926009,1.9,Yes,20,Available,Local Developer,2026-04-21
PROP00721,Janakpuri Towers,Delhi,Janakpuri,128464000,4,3,4394,Villa,28.628823,77.13976,2,Yes,10,Under Construction,Puravankara,2023-10-25
PROP00090,Viman Nagar Heights,Pune,Viman Nagar,6240000,1,1,528,Studio,18.571432,73.907106,2,Yes,3,Available,Tata Housing,2022-11-10
PROP00580,Hitech City Heights,Hyderabad,Hitech City,55292000,4,4,3732,Villa,17.353355,78.561529,5.3,No,20,Available,Oberoi Realty,2026-03-22
PROP00196,Marathahalli Heights,Bangalore,Marathahalli,10476000,3,3,1318,Independent House,12.961117,77.587139,4.9,Yes,25,Sold,Local Developer,2022-12-26
PROP00979,Wakad Gardens,Pune,Wakad,8971000,1,1,1436,Apartment,18.451013,73.790275,7.2,Yes,25,Available,Lodha Group,2024-03-16
PROP00941,Prahlad Nagar Gardens,Ahmedabad,Prahlad Nagar,32970000,5,5,4978,Penthouse,23.084063,72.57516,4.1,Yes,7,Available,DLF Ltd,2023-09-03
PROP00931,Kharadi Towers,Pune,Kharadi,27948000,2,2,2365,Independent House,18.49145,73.833998,6.5,Yes,10,Available,Puravankara,2023-10-04
PROP00735,Thane Enclave,Mumbai,Thane,12031000,1,1,598,Studio,19.141928,72.932328,4.3,Yes,15,Available,Brigade Group,2026-01-24
PROP00120,Thaltej Enclave,Ahmedabad,Thaltej,40685000,3,2,4039,Villa,22.990835,72.53058,6.5,No,3,Available,Local Developer,2022-05-03
PROP00193,Tambaram Homes,Chennai,Tambaram,20711000,1,1,2155,Apartment,13.020739,80.270633,4.8,Yes,5,Under Construction,Prestige Group,2024-03-03
PROP00764,HSR Layout Estate,Bangalore,HSR Layout,7370000,1,1,559,Studio,12.943311,77.622598,3.4,No,7,Available,DLF Ltd,2023-07-04
PROP00071,Thaltej Heights,Ahmedabad,Thaltej,38594000,5,5,3998,Penthouse,23.028352,72.564166,5.4,Yes,20,Available,Independent Builder,2024-01-31
PROP00467,Vastrapur Homes,Ahmedabad,Vastrapur,3192000,1,1,512,Studio,22.947921,72.630031,6.6,No,10,Sold,Brigade Group,2026-01-09
PROP00847,Viman Nagar Estate,Pune,Viman Nagar,27952000,4,4,2874,Independent House,18.582697,73.935796,1.4,Yes,0,Available,Tata Housing,2023-11-27
PROP00578,Greater Kailash Residency,Delhi,Greater Kailash,126709000,5,4,3927,Penthouse,28.683009,77.031733,3.2,No,2,Available,DLF Ltd,2024-01-11
PROP00246,Worli Residency,Mumbai,Worli,18257000,2,1,982,Apartment,19.076741,72.817406,5.7,Yes,7,Under Construction,Lodha Group,2026-04-29
PROP00579,Velachery Homes,Chennai,Velachery,15082000,3,3,1944,Apartment,13.099044,80.342985,6.8,Yes,0,Sold,Independent Builder,2025-12-28
PROP00924,Navrangpura Heights,Ahmedabad,Navrangpura,3451000,1,1,408,Studio,23.071496,72.508528,0.8,Yes,0,Available,Sobha Ltd,2026-05-15
PROP01107,Secunderabad Homes,Hyderabad,Secunderabad,18640000,3,3,3074,Independent House,17.438433,78.50895,7,Yes,0,Sold,Lodha Group,2024-11-29
PROP00986,Satellite Residency,Ahmedabad,Satellite,7845000,1,1,1118,Apartment,22.985446,72.616819,7.4,No,2,Available,Independent Builder,2025-03-06
PROP00918,OMR Enclave,Chennai,OMR,23701000,5,5,3100,Penthouse,13.143537,80.26635,3.9,Yes,20,Sold,,2024-06-22
PROP01066,Velachery Estate,Chennai,Velachery,42306000,4,3,4052,Penthouse,13.105997,80.311105,2.2,Yes,15,Sold,Tata Housing,2025-09-30
PROP01126,Wakad Estate,Pune,Wakad,84963000,3,,5355,Penthouse,18.563562,73.790642,6.3,Yes,10,Available,Shapoorji Pallonji,2022-09-07
PROP00080,Prahlad Nagar Estate,Ahmedabad,Prahlad Nagar,11945000,2,2,1397,Apartment,23.006297,72.608138,2.6,Yes,25,Available,,2025-11-07
PROP00936,Prahlad Nagar Court,Ahmedabad,Prahlad Nagar,5749000,1,1,1180,Apartment,23.043373,72.600849,3.5,Yes,20,Available,Lodha Group,2023-11-30
PROP00271,Porur Residency,Chennai,Porur,13866000,4,3,1806,Apartment,13.00908,80.332406,3.2,Yes,7,Available,Local Developer,2023-08-03
PROP00648,Bandra Gardens,Mumbai,Bandra,97258000,5,5,2613,Villa,19.080392,72.949503,3.9,Yes,10,Sold,Local Developer,2022-01-28
PROP00663,Satellite Enclave,Ahmedabad,Satellite,28021000,5,5,4232,Penthouse,22.965178,72.535225,0.8,No,7,Available,Independent Builder,2023-06-16
PROP00604,Velachery Towers,Chennai,Velachery,13497000,2,2,2092,Apartment,13.022655,80.238472,7.7,Yes,7,Under Construction,Independent Builder,2022-01-01
PROP00932,Saket Enclave,Delhi,Saket,35724000,2,2,1389,Apartment,28.675999,77.1499,7.6,No,10,Under Construction,Puravankara,2024-07-15
PROP00583,Powai Heights,Mumbai,Powai,51756000,3,3,1731,Independent House,19.142075,72.815171,5.2,Yes,3,Available,Godrej Properties,2023-07-21
PROP00444,Janakpuri Residency,Delhi,Janakpuri,54027000,4,3,3377,Penthouse,28.781638,77.042278,1.1,Yes,10,Sold,Local Developer,2023-08-14
PROP00448,Thaltej Enclave,Ahmedabad,Thaltej,16835000,4,4,1785,Apartment,23.024326,72.51498,3.7,Yes,3,Available,Sobha Ltd,2025-07-10
